49.695473,20.633988,49.705473,20.643988
49.695473,20.643988,49.705473,20.653988
49.695473,20.653988,49.705473,20.663988
49.695473,20.663988,49.705473,20.673988
49.695473,20.673988,49.705473,20.683988
49.695473,20.683988,49.705473,20.693988
49.695473,20.693988,49.705473,20.703988
49.695473,20.703988,49.705473,20.713988
49.695473,20.713988,49.705473,20.723988
49.695473,20.723988,49.705473,20.733988
49.695473,20.733988,49.705473,20.743988
49.695473,20.743988,49.705473,20.753988
49.705473,20.633988,49.715473,20.643988
49.705473,20.643988,49.715473,20.653988
49.705473,20.653988,49.715473,20.663988
49.705473,20.663988,49.715473,20.673988
49.705473,20.673988,49.715473,20.683988
49.705473,20.683988,49.715473,20.693988
49.705473,20.693988,49.715473,20.703988
49.705473,20.703988,49.715473,20.713988
49.705473,20.713988,49.715473,20.723988
49.705473,20.723988,49.715473,20.733988
49.705473,20.733988,49.715473,20.743988
49.705473,20.743988,49.715473,20.753988
49.715473,20.633988,49.725473,20.643988
49.715473,20.643988,49.725473,20.653988
49.715473,20.653988,49.725473,20.663988
49.715473,20.663988,49.725473,20.673988
49.715473,20.673988,49.725473,20.683988
49.715473,20.683988,49.725473,20.693988
49.715473,20.693988,49.725473,20.703988
49.715473,20.703988,49.725473,20.713988
49.715473,20.713988,49.725473,20.723988
49.715473,20.723988,49.725473,20.733988
49.715473,20.733988,49.725473,20.743988
49.715473,20.743988,49.725473,20.753988
49.725473,20.633988,49.735473,20.643988
49.725473,20.643988,49.735473,20.653988
49.725473,20.653988,49.735473,20.663988
49.725473,20.663988,49.735473,20.673988
49.725473,20.673988,49.735473,20.683988
49.725473,20.683988,49.735473,20.693988
49.725473,20.693988,49.735473,20.703988
49.725473,20.703988,49.735473,20.713988
49.725473,20.713988,49.735473,20.723988
49.725473,20.723988,49.735473,20.733988
49.725473,20.733988,49.735473,20.743988
49.725473,20.743988,49.735473,20.753988
49.735473,20.633988,49.745473,20.643988
49.735473,20.643988,49.745473,20.653988
49.735473,20.653988,49.745473,20.663988
49.735473,20.663988,49.745473,20.673988
49.735473,20.673988,49.745473,20.683988
49.735473,20.683988,49.745473,20.693988
49.735473,20.693988,49.745473,20.703988
49.735473,20.703988,49.745473,20.713988
49.735473,20.713988,49.745473,20.723988
49.735473,20.723988,49.745473,20.733988
49.735473,20.733988,49.745473,20.743988
49.735473,20.743988,49.745473,20.753988
49.745473,20.633988,49.755473,20.643988
49.745473,20.643988,49.755473,20.653988
49.745473,20.653988,49.755473,20.663988
49.745473,20.663988,49.755473,20.673988
49.745473,20.673988,49.755473,20.683988
49.745473,20.683988,49.755473,20.693988
49.745473,20.693988,49.755473,20.703988
49.745473,20.703988,49.755473,20.713988
49.745473,20.713988,49.755473,20.723988
49.745473,20.723988,49.755473,20.733988
49.745473,20.733988,49.755473,20.743988
49.745473,20.743988,49.755473,20.753988
49.755473,20.633988,49.765473,20.643988
49.755473,20.643988,49.765473,20.653988
49.755473,20.653988,49.765473,20.663988
49.755473,20.663988,49.765473,20.673988
49.755473,20.673988,49.765473,20.683988
49.755473,20.683988,49.765473,20.693988
49.755473,20.693988,49.765473,20.703988
49.755473,20.703988,49.765473,20.713988
49.755473,20.713988,49.765473,20.723988
49.755473,20.723988,49.765473,20.733988
49.755473,20.733988,49.765473,20.743988
49.755473,20.743988,49.765473,20.753988
